id;arabicVocalized;arabicUnvocalized;transliteration;german;categoryId;category;partOfSpeech;gender;pluralVocalized;pluralUnvocalized;root;usageNote;hint;frequencyBand;cefrLevel;difficulty;stage;tags;status;lemmaVocalized;lemmaUnvocalized;pattern;wordFamily;collocations;register;activeUse;translationNote
geo_ms;مونتسرات;مونتسرات;mwntsrāt;Montserrat;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;مونتسرات;مونتسرات;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_mz;موزمبيق;موزمبيق;mwzmbyq;Mosambik;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;موزمبيق;موزمبيق;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_mm;ميانمار (بورما);ميانمار (بورما);myānmār (bwrmā);Myanmar;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;ميانمار (بورما);ميانمار (بورما);;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_na;ناميبيا;ناميبيا;nāmybyā;Namibia;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;ناميبيا;ناميبيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_nr;ناورو;ناورو;nāwrw;Nauru;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;ناورو;ناورو;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_np;نيبال;نيبال;nybāl;Nepal;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;نيبال;نيبال;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_nc;كاليدونيا الجديدة;كاليدونيا الجديدة;kālydwnyā āljdyda;Neukaledonien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;كاليدونيا الجديدة;كاليدونيا الجديدة;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_nz;نيوزيلندا;نيوزيلندا;nywzylndā;Neuseeland;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;نيوزيلندا;نيوزيلندا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ni;نيكاراغوا;نيكاراغوا;nykārāghwā;Nicaragua;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;نيكاراغوا;نيكاراغوا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_nl;هولندا;هولندا;hwlndā;Niederlande;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;هولندا;هولندا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ne;النيجر;النيجر;ālnyjr;Niger;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;النيجر;النيجر;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ng;نيجيريا;نيجيريا;nyjyryā;Nigeria;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;نيجيريا;نيجيريا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_nu;نيوي;نيوي;nywy;Niue;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;نيوي;نيوي;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_kp;كوريا الشمالية;كوريا الشمالية;kwryā ālshmālya;Nordkorea;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;كوريا الشمالية;كوريا الشمالية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_mk;مقدونيا الشمالية;مقدونيا الشمالية;mqdwnyā ālshmālya;Nordmazedonien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;مقدونيا الشمالية;مقدونيا الشمالية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_nf;جزيرة نورفولك;جزيرة نورفولك;jzyra nwrfwlk;Norfolkinsel;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;جزيرة نورفولك;جزيرة نورفولك;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_no;النرويج;النرويج;ālnrwyj;Norwegen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;النرويج;النرويج;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_mp;جزر ماريانا الشمالية;جزر ماريانا الشمالية;jzr māryānā ālshmālya;Nördliche Marianen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;جزر ماريانا الشمالية;جزر ماريانا الشمالية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_om;عُمان;عُمان;ʿumān;Oman;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;عُمان;عُمان;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pk;باكستان;باكستان;bākstān;Pakistan;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;باكستان;باكستان;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pw;بالاو;بالاو;bālāw;Palau;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;بالاو;بالاو;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ps;الأراضي الفلسطينية;الأراضي الفلسطينية;ālarāḍy ālflsṭynya;Palästinensische Autonomiegebiete;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;الأراضي الفلسطينية;الأراضي الفلسطينية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pa;بنما;بنما;bnmā;Panama;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;بنما;بنما;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pg;بابوا غينيا الجديدة;بابوا غينيا الجديدة;bābwā ghynyā āljdyda;Papua-Neuguinea;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;بابوا غينيا الجديدة;بابوا غينيا الجديدة;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_py;باراغواي;باراغواي;bārāghwāy;Paraguay;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;باراغواي;باراغواي;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pe;بيرو;بيرو;byrw;Peru;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;بيرو;بيرو;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ph;الفلبين;الفلبين;ālflbyn;Philippinen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;الفلبين;الفلبين;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pn;جزر بيتكيرن;جزر بيتكيرن;jzr bytkyrn;Pitcairninseln;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;جزر بيتكيرن;جزر بيتكيرن;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pl;بولندا;بولندا;bwlndā;Polen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;بولندا;بولندا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pt;البرتغال;البرتغال;ālbrtghāl;Portugal;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;البرتغال;البرتغال;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_pr;بورتوريكو;بورتوريكو;bwrtwrykw;Puerto Rico;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;بورتوريكو;بورتوريكو;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_md;مولدوفا;مولدوفا;mwldwfā;Republik Moldau;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;مولدوفا;مولدوفا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_rw;رواندا;رواندا;rwāndā;Ruanda;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;رواندا;رواندا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ro;رومانيا;رومانيا;rwmānyā;Rumänien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;رومانيا;رومانيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ru;روسيا;روسيا;rwsyā;Russland;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;روسيا;روسيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_re;روينيون;روينيون;rwynywn;Réunion;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;روينيون;روينيون;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sb;جزر سليمان;جزر سليمان;jzr slymān;Salomonen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;جزر سليمان;جزر سليمان;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_zm;زامبيا;زامبيا;zāmbyā;Sambia;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;زامبيا;زامبيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ws;ساموا;ساموا;sāmwā;Samoa;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;ساموا;ساموا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sm;سان مارينو;سان مارينو;sān mārynw;San Marino;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سان مارينو;سان مارينو;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sa;المملكة العربية السعودية;المملكة العربية السعودية;ālmmlka ālʿrbya ālsʿwdya;Saudi-Arabien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;المملكة العربية السعودية;المملكة العربية السعودية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_se;السويد;السويد;ālswyd;Schweden;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;السويد;السويد;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ch;سويسرا;سويسرا;swysrā;Schweiz;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سويسرا;سويسرا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sn;السنغال;السنغال;ālsnghāl;Senegal;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;السنغال;السنغال;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_rs;صربيا;صربيا;ṣrbyā;Serbien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;صربيا;صربيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sc;سيشل;سيشل;syshl;Seychellen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سيشل;سيشل;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sl;سيراليون;سيراليون;syrālywn;Sierra Leone;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سيراليون;سيراليون;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_zw;زيمبابوي;زيمبابوي;zymbābwy;Simbabwe;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;زيمبابوي;زيمبابوي;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sg;سنغافورة;سنغافورة;snghāfwra;Singapur;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سنغافورة;سنغافورة;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sx;سانت مارتن;سانت مارتن;sānt mārtn;Sint Maarten;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سانت مارتن;سانت مارتن;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sk;سلوفاكيا;سلوفاكيا;slwfākyā;Slowakei;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سلوفاكيا;سلوفاكيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_si;سلوفينيا;سلوفينيا;slwfynyā;Slowenien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سلوفينيا;سلوفينيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_so;الصومال;الصومال;ālṣwmāl;Somalia;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;الصومال;الصومال;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_hk;هونغ كونغ الصينية (منطقة إدارية خاصة);هونغ كونغ الصينية (منطقة إدارية خاصة);hwngh kwngh ālṣynya (mnṭqa idārya khāṣa);Sonderverwaltungsregion Hongkong;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;هونغ كونغ الصينية (منطقة إدارية خاصة);هونغ كونغ الصينية (منطقة إدارية خاصة);;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_mo;منطقة ماكاو الإدارية الخاصة;منطقة ماكاو الإدارية الخاصة;mnṭqa mākāw ālidārya ālkhāṣa;Sonderverwaltungsregion Macau;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;منطقة ماكاو الإدارية الخاصة;منطقة ماكاو الإدارية الخاصة;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_es;إسبانيا;إسبانيا;isbānyā;Spanien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;إسبانيا;إسبانيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sj;سفالبارد وجان ماين;سفالبارد وجان ماين;sfālbārd wjān māyn;Spitzbergen und Jan Mayen;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سفالبارد وجان ماين;سفالبارد وجان ماين;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_lk;سريلانكا;سريلانكا;srylānkā;Sri Lanka;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سريلانكا;سريلانكا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_bl;سان بارتليمي;سان بارتليمي;sān bārtlymy;St. Barthélemy;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سان بارتليمي;سان بارتليمي;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_sh;سانت هيلينا;سانت هيلينا;sānt hylynā;St. Helena;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سانت هيلينا;سانت هيلينا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_kn;سانت كيتس ونيفيس;سانت كيتس ونيفيس;sānt kyts wnyfys;St. Kitts und Nevis;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سانت كيتس ونيفيس;سانت كيتس ونيفيس;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_lc;سانت لوسيا;سانت لوسيا;sānt lwsyā;St. Lucia;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;سانت لوسيا;سانت لوسيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
lang_ar;العربية;العربية;ālʿrbya;Arabisch;languages;Sprachen;noun;;;;;"Sprachbezeichnung; für Reise, Medien und Bildung.";"Sprachbezeichnung; für Reise, Medien und Bildung.";extended;B1;4;4;language|proper-name|b1|v012;draft;العربية;العربية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
lang_de;الألمانية;الألمانية;ālalmānya;Deutsch;languages;Sprachen;noun;;;;;"Sprachbezeichnung; für Reise, Medien und Bildung.";"Sprachbezeichnung; für Reise, Medien und Bildung.";extended;B1;4;4;language|proper-name|b1|v012;draft;الألمانية;الألمانية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
lang_en;الإنجليزية;الإنجليزية;ālinjlyzya;Englisch;languages;Sprachen;noun;;;;;"Sprachbezeichnung; für Reise, Medien und Bildung.";"Sprachbezeichnung; für Reise, Medien und Bildung.";extended;B1;4;4;language|proper-name|b1|v012;draft;الإنجليزية;الإنجليزية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
